,paul15_clusters,n_counts_all,louvain,louvain_anno,dpt_pseudotime,distance,clusters
2235,2Ery,2697.0,5,5,0.7678595,0.7678595,5
2236,6Ery,435.0,7,7,0.40294525,0.40294525,7
2237,2Ery,3854.0,5,5,0.86562043,0.86562043,5
2238,13Baso,1363.0,0,0,0.20052329,0.20052329,0
2239,7MEP,647.0,8,8,0.14809643,0.14809643,8
2240,16Neu,1361.0,14,14,0.37306628,0.37306628,14
2241,14Mo,1392.0,9,9,0.25450996,0.25450996,9
2242,3Ery,1501.0,13,13,0.5315327,0.5315327,13
2243,16Neu,1789.0,2,2,0.33763063,0.33763063,2
2244,19Lymph,531.0,16,16/Stem,0.076912835,0.076912835,16/Stem
2245,10GMP,1079.0,0,0,0.089668974,0.089668974,0
2246,12Baso,445.0,16,16/Stem,0.07273429,0.07273429,16/Stem
2247,10GMP,443.0,0,0,0.08135645,0.08135645,0
2248,13Baso,1492.0,11,11,0.23743993,0.23743993,11
2249,1Ery,2446.0,10,10/Ery,0.8624853,0.8624853,10/Ery
2250,16Neu,1301.0,2,2,0.31930625,0.31930625,2
2251,6Ery,422.0,7,7,0.27248514,0.27248514,7
2252,14Mo,3123.0,11,11,0.26228335,0.26228335,11
2253,2Ery,2066.0,5,5,0.7336679,0.7336679,5
2254,14Mo,1422.0,1,1,0.29580784,0.29580784,1
2255,10GMP,490.0,0,0,0.08925349,0.08925349,0
2256,14Mo,1037.0,0,0,0.16157725,0.16157725,0
2257,16Neu,1617.0,2,2,0.37306863,0.37306863,2
2258,9GMP,527.0,12,12,0.21229026,0.21229026,12
2259,3Ery,1565.0,7,7,0.42310306,0.42310306,7
2260,3Ery,7688.0,3,3,0.6369131,0.6369131,3
2261,14Mo,1654.0,2,2,0.23530106,0.23530106,2
2262,2Ery,5396.0,5,5,0.6966174,0.6966174,5
2263,12Baso,673.0,16,16/Stem,0.0677826,0.0677826,16/Stem
2264,9GMP,673.0,16,16/Stem,0.04307976,0.04307976,16/Stem
2265,1Ery,4343.0,10,10/Ery,0.91197515,0.91197515,10/Ery
2266,3Ery,3382.0,15,15,0.6924055,0.6924055,15
2267,5Ery,3359.0,6,6,0.7396315,0.7396315,6
2268,2Ery,3080.0,5,5,0.7273183,0.7273183,5
2269,8Mk,1277.0,20,20/Mk,0.28761253,0.28761253,20/Mk
2270,2Ery,4908.0,10,10/Ery,0.7902153,0.7902153,10/Ery
2271,16Neu,1811.0,14,14,0.33112106,0.33112106,14
2272,5Ery,3084.0,13,13,0.6589039,0.6589039,13
2273,10GMP,1191.0,16,16/Stem,0.027296638,0.027296638,16/Stem
2274,13Baso,2697.0,11,11,0.21256697,0.21256697,11
2275,16Neu,1926.0,2,2,0.35292178,0.35292178,2
2276,14Mo,1665.0,1,1,0.27532148,0.27532148,1
2277,2Ery,3899.0,5,5,0.8630514,0.8630514,5
2278,5Ery,2479.0,13,13,0.5290687,0.5290687,13
2279,15Mo,3120.0,1,1,0.34095696,0.34095696,1
2280,7MEP,319.0,12,12,0.21539313,0.21539313,12
2281,15Mo,1484.0,2,2,0.28076923,0.28076923,2
2282,5Ery,3535.0,6,6,0.6881638,0.6881638,6
2283,6Ery,2101.0,7,7,0.4826635,0.4826635,7
2284,5Ery,1748.0,13,13,0.5556243,0.5556243,13
2285,2Ery,5318.0,5,5,0.7460865,0.7460865,5
2286,3Ery,5621.0,3,3,0.62856,0.62856,3
2287,15Mo,1411.0,19,19/Neu,0.4323871,0.4323871,19/Neu
2288,7MEP,591.0,12,12,0.2512368,0.2512368,12
2289,3Ery,3289.0,3,3,0.7194836,0.7194836,3
2290,15Mo,1490.0,9,9,0.24897747,0.24897747,9
2291,16Neu,2241.0,19,19/Neu,0.37418097,0.37418097,19/Neu
2292,6Ery,1535.0,7,7,0.47733632,0.47733632,7
2293,7MEP,281.0,8,8,0.26706624,0.26706624,8
2294,6Ery,1735.0,7,7,0.44372675,0.44372675,7
2295,6Ery,1091.0,7,7,0.4423171,0.4423171,7
2296,10GMP,500.0,0,0,0.060888875,0.060888875,0
2297,4Ery,4075.0,3,3,0.7597784,0.7597784,3
2298,13Baso,2375.0,11,11,0.26324767,0.26324767,11
2299,14Mo,1973.0,2,2,0.2861999,0.2861999,2
2300,13Baso,2225.0,4,4,0.16044632,0.16044632,4
2301,3Ery,5666.0,3,3,0.59993494,0.59993494,3
2302,6Ery,1183.0,7,7,0.48599726,0.48599726,7
2303,8Mk,303.0,8,8,0.20121966,0.20121966,8
2304,14Mo,1936.0,1,1,0.23100904,0.23100904,1
2305,2Ery,3321.0,5,5,0.6938409,0.6938409,5
2306,9GMP,617.0,0,0,0.098485366,0.098485366,0
2307,6Ery,1980.0,18,18,0.5545529,0.5545529,18
2308,15Mo,1304.0,2,2,0.25735953,0.25735953,2
2309,13Baso,1876.0,0,0,0.14050098,0.14050098,0
2310,3Ery,1337.0,13,13,0.55812526,0.55812526,13
2311,16Neu,1780.0,14,14,0.41694814,0.41694814,14
2312,2Ery,4420.0,10,10/Ery,0.84216076,0.84216076,10/Ery
2313,9GMP,672.0,0,0,0.041370716,0.041370716,0
2314,14Mo,2197.0,2,2,0.23692293,0.23692293,2
2315,3Ery,6762.0,15,15,0.74915665,0.74915665,15
2316,14Mo,2224.0,11,11,0.24461639,0.24461639,11
2317,14Mo,1943.0,11,11,0.25885096,0.25885096,11
2318,16Neu,1341.0,1,1,0.2259212,0.2259212,1
2319,14Mo,1671.0,1,1,0.29152226,0.29152226,1
2320,9GMP,594.0,0,0,0.05342753,0.05342753,0
2321,3Ery,3541.0,6,6,0.6848172,0.6848172,6
2322,13Baso,3707.0,24,24/Mo,0.34035555,0.34035555,24/Mo
2323,10GMP,457.0,12,12,0.3062116,0.3062116,12
2324,14Mo,1707.0,4,4,0.22928306,0.22928306,4
2325,3Ery,862.0,13,13,0.5599199,0.5599199,13
2326,6Ery,864.0,7,7,0.40141168,0.40141168,7
2327,14Mo,2100.0,9,9,0.30401018,0.30401018,9
2328,4Ery,2456.0,6,6,0.57653904,0.57653904,6
2329,3Ery,7743.0,17,17,0.8748976,0.8748976,17
2330,2Ery,2460.0,5,5,0.8295076,0.8295076,5
2331,2Ery,2494.0,5,5,0.8083409,0.8083409,5
2332,14Mo,1303.0,4,4,0.31211877,0.31211877,4
2333,2Ery,4716.0,6,6,0.67161995,0.67161995,6
2334,8Mk,634.0,7,7,0.40500215,0.40500215,7
2335,10GMP,1141.0,0,0,0.07094103,0.07094103,0
2336,10GMP,654.0,0,0,0.05359672,0.05359672,0
2337,14Mo,1379.0,0,0,0.17619939,0.17619939,0
2338,10GMP,354.0,0,0,0.06644313,0.06644313,0
2339,16Neu,1856.0,2,2,0.3472802,0.3472802,2
2340,10GMP,1411.0,0,0,0.15726033,0.15726033,0
2341,10GMP,1232.0,0,0,0.18943685,0.18943685,0
2342,13Baso,4032.0,11,11,0.21615605,0.21615605,11
2343,16Neu,1556.0,19,19/Neu,0.41999084,0.41999084,19/Neu
2344,2Ery,2311.0,13,13,0.6314044,0.6314044,13
2345,16Neu,1984.0,2,2,0.34849337,0.34849337,2
2346,2Ery,2943.0,5,5,0.8099871,0.8099871,5
2347,14Mo,1633.0,24,24/Mo,0.35957837,0.35957837,24/Mo
2348,11DC,599.0,23,23,inf,inf,23
2349,14Mo,1678.0,1,1,0.28429285,0.28429285,1
2350,11DC,873.0,23,23,inf,inf,23
2351,14Mo,924.0,4,4,0.28131908,0.28131908,4
2352,13Baso,1878.0,24,24/Mo,0.30928472,0.30928472,24/Mo
2353,2Ery,5051.0,10,10/Ery,0.7741796,0.7741796,10/Ery
2354,2Ery,6837.0,17,17,0.847307,0.847307,17
2355,16Neu,1623.0,2,2,0.23062392,0.23062392,2
2356,2Ery,1543.0,13,13,0.6213523,0.6213523,13
2357,2Ery,3844.0,10,10/Ery,0.7674534,0.7674534,10/Ery
2358,14Mo,1832.0,1,1,0.22483075,0.22483075,1
2359,5Ery,2630.0,13,13,0.6220477,0.6220477,13
2360,2Ery,3529.0,6,6,0.7686673,0.7686673,6
2361,7MEP,349.0,12,12,0.24211684,0.24211684,12
2362,9GMP,462.0,16,16/Stem,0.052203175,0.052203175,16/Stem
2363,2Ery,4987.0,5,5,0.8200866,0.8200866,5
2364,10GMP,413.0,0,0,0.07394896,0.07394896,0
2365,7MEP,433.0,8,8,0.17423792,0.17423792,8
2366,6Ery,839.0,7,7,0.39053687,0.39053687,7
2367,15Mo,2428.0,1,1,0.28141752,0.28141752,1
2368,5Ery,5301.0,6,6,0.7048312,0.7048312,6
2369,5Ery,4137.0,6,6,0.64731526,0.64731526,6
2370,15Mo,1589.0,2,2,0.29619086,0.29619086,2
2371,14Mo,864.0,11,11,0.22522101,0.22522101,11
2372,8Mk,695.0,20,20/Mk,0.26559037,0.26559037,20/Mk
2373,14Mo,2839.0,9,9,0.2882375,0.2882375,9
2374,15Mo,1653.0,2,2,0.28956947,0.28956947,2
2375,4Ery,905.0,7,7,0.5810925,0.5810925,7
2376,14Mo,1688.0,1,1,0.22910266,0.22910266,1
2377,13Baso,426.0,4,4,0.19174938,0.19174938,4
2378,6Ery,702.0,7,7,0.40259847,0.40259847,7
2379,4Ery,3664.0,15,15,0.7997685,0.7997685,15
2380,13Baso,2208.0,9,9,0.2459931,0.2459931,9
2381,4Ery,2807.0,3,3,0.75312585,0.75312585,3
2382,9GMP,727.0,0,0,0.09793212,0.09793212,0
2383,3Ery,3417.0,17,17,0.76450396,0.76450396,17
2384,8Mk,831.0,20,20/Mk,0.23150578,0.23150578,20/Mk
2385,8Mk,2373.0,20,20/Mk,0.5414398,0.5414398,20/Mk
2386,15Mo,2002.0,2,2,0.33783743,0.33783743,2
2387,2Ery,2991.0,10,10/Ery,0.825408,0.825408,10/Ery
2388,12Baso,712.0,22,22/Baso,0.14216073,0.14216073,22/Baso
2389,3Ery,2199.0,18,18,0.541129,0.541129,18
2390,15Mo,1782.0,14,14,0.30943808,0.30943808,14
2391,15Mo,1858.0,2,2,0.3179635,0.3179635,2
2392,9GMP,579.0,0,0,0.09311366,0.09311366,0
2393,3Ery,3649.0,3,3,0.6546377,0.6546377,3
2394,10GMP,898.0,0,0,0.10097357,0.10097357,0
2395,15Mo,1799.0,2,2,0.35181493,0.35181493,2
2396,16Neu,1212.0,19,19/Neu,0.36403686,0.36403686,19/Neu
2397,4Ery,3685.0,15,15,0.67803335,0.67803335,15
2398,3Ery,2297.0,15,15,0.6856926,0.6856926,15
2399,14Mo,2458.0,1,1,0.20393074,0.20393074,1
2400,3Ery,7192.0,15,15,0.67686534,0.67686534,15
2401,16Neu,2113.0,19,19/Neu,0.35615006,0.35615006,19/Neu
2402,6Ery,1148.0,7,7,0.43165562,0.43165562,7
2403,5Ery,1637.0,18,18,0.61760813,0.61760813,18
2404,13Baso,1651.0,0,0,0.112261385,0.112261385,0
2405,13Baso,2860.0,4,4,0.21877852,0.21877852,4
2406,11DC,1030.0,23,23,inf,inf,23
2407,13Baso,2805.0,24,24/Mo,0.33969378,0.33969378,24/Mo
2408,8Mk,731.0,20,20/Mk,0.19726753,0.19726753,20/Mk
2409,2Ery,2846.0,5,5,0.80299324,0.80299324,5
2410,13Baso,1415.0,1,1,0.25096238,0.25096238,1
2411,13Baso,3429.0,4,4,0.24730377,0.24730377,4
2412,8Mk,1397.0,8,8,0.19295126,0.19295126,8
2413,8Mk,713.0,20,20/Mk,0.22992487,0.22992487,20/Mk
2414,15Mo,2658.0,2,2,0.23843558,0.23843558,2
2415,14Mo,1669.0,1,1,0.19074664,0.19074664,1
2416,14Mo,807.0,2,2,0.33361503,0.33361503,2
2417,19Lymph,326.0,21,21,inf,inf,21
2418,6Ery,689.0,12,12,0.27862546,0.27862546,12
2419,5Ery,1997.0,18,18,0.50153124,0.50153124,18
2420,15Mo,1657.0,2,2,0.24849102,0.24849102,2
2421,7MEP,732.0,8,8,0.26115814,0.26115814,8
2422,15Mo,1042.0,2,2,0.3521844,0.3521844,2
2423,15Mo,3661.0,14,14,0.32006195,0.32006195,14
2424,6Ery,1543.0,18,18,0.5712332,0.5712332,18
2425,12Baso,668.0,0,0,0.23309365,0.23309365,0
2426,2Ery,2451.0,10,10/Ery,0.71873266,0.71873266,10/Ery
2427,13Baso,2852.0,9,9,0.22420776,0.22420776,9
2428,3Ery,305.0,7,7,0.5072271,0.5072271,7
2429,4Ery,4976.0,15,15,0.63832504,0.63832504,15
2430,14Mo,1125.0,2,2,0.2311576,0.2311576,2
2431,10GMP,1070.0,0,0,0.09425654,0.09425654,0
2432,16Neu,1408.0,14,14,0.34038284,0.34038284,14
2433,15Mo,2024.0,19,19/Neu,0.38485083,0.38485083,19/Neu
2434,6Ery,532.0,8,8,0.23774804,0.23774804,8
2435,13Baso,2531.0,9,9,0.2761687,0.2761687,9
2436,19Lymph,671.0,21,21,inf,inf,21
2437,15Mo,2186.0,19,19/Neu,0.4259816,0.4259816,19/Neu
2438,6Ery,734.0,12,12,0.23761654,0.23761654,12
2439,2Ery,3302.0,10,10/Ery,0.79562294,0.79562294,10/Ery
2440,15Mo,2973.0,2,2,0.33106634,0.33106634,2
2441,3Ery,3030.0,3,3,0.73079944,0.73079944,3
2442,13Baso,766.0,0,0,0.082957916,0.082957916,0
2443,6Ery,917.0,7,7,0.33982342,0.33982342,7
2444,13Baso,1563.0,11,11,0.2686348,0.2686348,11
2445,9GMP,809.0,16,16/Stem,0.017332688,0.017332688,16/Stem
2446,10GMP,555.0,0,0,0.13465503,0.13465503,0
2447,10GMP,1180.0,0,0,0.12628713,0.12628713,0
2448,14Mo,2394.0,11,11,0.25258705,0.25258705,11
2449,2Ery,3257.0,10,10/Ery,0.7962047,0.7962047,10/Ery
2450,6Ery,972.0,12,12,0.26522675,0.26522675,12
2451,10GMP,1592.0,0,0,0.12618996,0.12618996,0
2452,7MEP,456.0,8,8,0.24693306,0.24693306,8
2453,6Ery,540.0,12,12,0.24664627,0.24664627,12
2454,14Mo,1244.0,4,4,0.25113842,0.25113842,4
2455,2Ery,4038.0,10,10/Ery,0.7567483,0.7567483,10/Ery
2456,2Ery,3761.0,3,3,0.74997145,0.74997145,3
2457,7MEP,379.0,8,8,0.22316298,0.22316298,8
2458,5Ery,2689.0,6,6,0.6100883,0.6100883,6
2459,13Baso,3762.0,11,11,0.20077302,0.20077302,11
2460,13Baso,1678.0,9,9,0.26562992,0.26562992,9
2461,14Mo,1131.0,1,1,0.2916922,0.2916922,1
2462,3Ery,3090.0,17,17,0.8323615,0.8323615,17
2463,13Baso,1727.0,9,9,0.31209034,0.31209034,9
2464,4Ery,3994.0,3,3,0.68493605,0.68493605,3
2465,3Ery,3746.0,3,3,0.66848624,0.66848624,3
2466,2Ery,2845.0,17,17,0.83935267,0.83935267,17
2467,15Mo,892.0,2,2,0.27755862,0.27755862,2
2468,7MEP,453.0,8,8,0.2613928,0.2613928,8
2469,1Ery,2261.0,10,10/Ery,0.96198636,0.96198636,10/Ery
2470,15Mo,1412.0,14,14,0.31944054,0.31944054,14
2471,2Ery,3635.0,17,17,0.8251978,0.8251978,17
2472,13Baso,992.0,4,4,0.18047023,0.18047023,4
2473,8Mk,763.0,20,20/Mk,0.19595368,0.19595368,20/Mk
2474,9GMP,1554.0,0,0,0.099400334,0.099400334,0
2475,19Lymph,335.0,21,21,inf,inf,21
2476,11DC,719.0,23,23,inf,inf,23
2477,8Mk,709.0,20,20/Mk,0.19299047,0.19299047,20/Mk
2478,17Neu,873.0,22,22/Baso,0.31138662,0.31138662,22/Baso
2479,13Baso,1523.0,0,0,0.18843973,0.18843973,0
2480,13Baso,2176.0,0,0,0.22334361,0.22334361,0
2481,13Baso,1348.0,4,4,0.1679373,0.1679373,4
2482,3Ery,4110.0,3,3,0.814452,0.814452,3
2483,12Baso,634.0,12,12,0.23739107,0.23739107,12
2484,16Neu,1311.0,19,19/Neu,0.41590118,0.41590118,19/Neu
2485,10GMP,1112.0,0,0,0.06916889,0.06916889,0
2486,15Mo,1702.0,2,2,0.32080165,0.32080165,2
2487,7MEP,416.0,12,12,0.25966343,0.25966343,12
2488,13Baso,1984.0,0,0,0.24209426,0.24209426,0
2489,13Baso,1257.0,9,9,0.31094033,0.31094033,9
2490,14Mo,2249.0,2,2,0.29417092,0.29417092,2
2491,16Neu,1549.0,19,19/Neu,0.39221492,0.39221492,19/Neu
2492,3Ery,5708.0,15,15,0.6958293,0.6958293,15
2493,7MEP,369.0,8,8,0.21681045,0.21681045,8
2494,13Baso,1831.0,9,9,0.2986765,0.2986765,9
2495,13Baso,1493.0,11,11,0.24166085,0.24166085,11
2496,3Ery,3851.0,3,3,0.6586287,0.6586287,3
2497,1Ery,5707.0,10,10/Ery,0.8534973,0.8534973,10/Ery
2498,14Mo,2600.0,4,4,0.1823141,0.1823141,4
2499,15Mo,1948.0,14,14,0.27768174,0.27768174,14
2500,10GMP,1136.0,0,0,0.14101565,0.14101565,0
2501,15Mo,1350.0,2,2,0.28164363,0.28164363,2
2502,4Ery,3013.0,15,15,0.65236884,0.65236884,15
2503,9GMP,747.0,16,16/Stem,0.040093344,0.040093344,16/Stem
2504,14Mo,3408.0,2,2,0.3196967,0.3196967,2
2505,9GMP,2341.0,0,0,0.12714213,0.12714213,0
2506,13Baso,1245.0,0,0,0.11367168,0.11367168,0
2507,10GMP,621.0,0,0,0.06704839,0.06704839,0
2508,9GMP,468.0,0,0,0.059814498,0.059814498,0
2509,5Ery,1449.0,13,13,0.5169507,0.5169507,13
2510,2Ery,2933.0,3,3,0.7035107,0.7035107,3
2511,7MEP,549.0,8,8,0.22075585,0.22075585,8
2512,13Baso,1630.0,9,9,0.27246356,0.27246356,9
2513,6Ery,1079.0,7,7,0.41475838,0.41475838,7
2514,7MEP,583.0,8,8,0.23305078,0.23305078,8
2515,10GMP,781.0,0,0,0.085358396,0.085358396,0
2516,7MEP,594.0,8,8,0.2551953,0.2551953,8
2517,10GMP,2082.0,0,0,0.10074234,0.10074234,0
2518,3Ery,3515.0,15,15,0.67886364,0.67886364,15
2519,5Ery,3419.0,15,15,0.6613649,0.6613649,15
2520,10GMP,462.0,0,0,0.04358909,0.04358909,0
2521,6Ery,595.0,7,7,0.37785408,0.37785408,7
2522,19Lymph,316.0,21,21,inf,inf,21
2523,8Mk,1107.0,20,20/Mk,0.21839403,0.21839403,20/Mk
2524,4Ery,3011.0,6,6,0.6807938,0.6807938,6
2525,14Mo,2401.0,1,1,0.21417361,0.21417361,1
2526,16Neu,2012.0,19,19/Neu,0.3542908,0.3542908,19/Neu
2527,14Mo,2576.0,4,4,0.16273582,0.16273582,4
2528,10GMP,1426.0,0,0,0.14648758,0.14648758,0
2529,10GMP,706.0,0,0,0.051963113,0.051963113,0
2530,13Baso,2498.0,11,11,0.25056633,0.25056633,11
2531,7MEP,549.0,8,8,0.24034916,0.24034916,8
2532,15Mo,1762.0,2,2,0.4117569,0.4117569,2
2533,10GMP,1148.0,0,0,0.082109444,0.082109444,0
2534,15Mo,1764.0,2,2,0.28047782,0.28047782,2
2535,15Mo,3274.0,2,2,0.2970358,0.2970358,2
2536,14Mo,2269.0,2,2,0.29607075,0.29607075,2
2537,5Ery,2331.0,18,18,0.55250925,0.55250925,18
2538,13Baso,2379.0,9,9,0.27555287,0.27555287,9
2539,9GMP,596.0,16,16/Stem,0.02182208,0.02182208,16/Stem
2540,7MEP,457.0,8,8,0.25613594,0.25613594,8
2541,14Mo,2158.0,2,2,0.32499614,0.32499614,2
2542,6Ery,1778.0,7,7,0.49270356,0.49270356,7
2543,2Ery,3039.0,10,10/Ery,0.7663903,0.7663903,10/Ery
2544,8Mk,505.0,20,20/Mk,0.20319119,0.20319119,20/Mk
2545,7MEP,364.0,12,12,0.25174254,0.25174254,12
2546,5Ery,1907.0,18,18,0.60193896,0.60193896,18
2547,7MEP,795.0,8,8,0.14351268,0.14351268,8
2548,13Baso,2494.0,11,11,0.22781503,0.22781503,11
2549,7MEP,376.0,12,12,0.25272417,0.25272417,12
2550,5Ery,3109.0,18,18,0.60898525,0.60898525,18
2551,8Mk,1617.0,20,20/Mk,0.19374147,0.19374147,20/Mk
2552,2Ery,2700.0,10,10/Ery,0.7312301,0.7312301,10/Ery
2553,2Ery,3695.0,17,17,0.8058135,0.8058135,17
2554,4Ery,3462.0,15,15,0.6138784,0.6138784,15
2555,14Mo,1595.0,1,1,0.29498887,0.29498887,1
2556,15Mo,1969.0,19,19/Neu,0.42238548,0.42238548,19/Neu
2557,13Baso,1798.0,0,0,0.2128321,0.2128321,0
2558,3Ery,4617.0,17,17,0.83718413,0.83718413,17
2559,2Ery,3580.0,3,3,0.62331057,0.62331057,3
2560,5Ery,971.0,7,7,0.3934625,0.3934625,7
2561,13Baso,1340.0,0,0,0.16558744,0.16558744,0
2562,3Ery,3579.0,15,15,0.7125434,0.7125434,15
2563,6Ery,434.0,8,8,0.21654166,0.21654166,8
2564,8Mk,667.0,20,20/Mk,0.2016564,0.2016564,20/Mk
2565,6Ery,901.0,12,12,0.29531816,0.29531816,12
2566,15Mo,1824.0,19,19/Neu,0.38298354,0.38298354,19/Neu
2567,2Ery,3098.0,3,3,0.69270205,0.69270205,3
2568,5Ery,2066.0,13,13,0.65917957,0.65917957,13
2569,6Ery,867.0,7,7,0.37764785,0.37764785,7
2570,9GMP,706.0,16,16/Stem,0.06932685,0.06932685,16/Stem
2571,8Mk,733.0,20,20/Mk,0.18981226,0.18981226,20/Mk
2572,15Mo,3313.0,14,14,0.41259828,0.41259828,14
2573,13Baso,2345.0,11,11,0.21103416,0.21103416,11
2574,10GMP,681.0,0,0,0.057403512,0.057403512,0
2575,15Mo,1391.0,14,14,0.29924226,0.29924226,14
2576,15Mo,1855.0,14,14,0.38110477,0.38110477,14
2577,2Ery,3932.0,10,10/Ery,0.8220641,0.8220641,10/Ery
2578,13Baso,1999.0,1,1,0.21553408,0.21553408,1
2579,14Mo,1012.0,1,1,0.21740691,0.21740691,1
2580,9GMP,787.0,16,16/Stem,0.11851552,0.11851552,16/Stem
2581,2Ery,3198.0,10,10/Ery,0.7033522,0.7033522,10/Ery
2582,3Ery,4077.0,3,3,0.7573742,0.7573742,3
2583,17Neu,818.0,16,16/Stem,0.08027624,0.08027624,16/Stem
2584,16Neu,1340.0,14,14,0.33684105,0.33684105,14
2585,13Baso,2057.0,9,9,0.25736132,0.25736132,9
2586,6Ery,974.0,7,7,0.41132987,0.41132987,7
2587,13Baso,2258.0,1,1,0.21915306,0.21915306,1
2588,10GMP,557.0,0,0,0.114619315,0.114619315,0
2589,13Baso,1511.0,9,9,0.28110632,0.28110632,9
2590,13Baso,1531.0,24,24/Mo,0.33028972,0.33028972,24/Mo
2591,2Ery,3121.0,6,6,0.60016006,0.60016006,6
2592,6Ery,333.0,8,8,0.22799002,0.22799002,8
2593,15Mo,4480.0,14,14,0.40219203,0.40219203,14
2594,14Mo,1898.0,2,2,0.31705254,0.31705254,2
2595,14Mo,2558.0,1,1,0.20750123,0.20750123,1
2596,13Baso,1661.0,11,11,0.26180252,0.26180252,11
2597,14Mo,1517.0,1,1,0.15213704,0.15213704,1
2598,6Ery,1513.0,7,7,0.4433899,0.4433899,7
2599,13Baso,2065.0,11,11,0.2384419,0.2384419,11
2600,17Neu,434.0,16,16/Stem,0.021984113,0.021984113,16/Stem
2601,2Ery,3159.0,6,6,0.62612724,0.62612724,6
2602,6Ery,563.0,7,7,0.34016097,0.34016097,7
2603,7MEP,387.0,12,12,0.25556913,0.25556913,12
2604,10GMP,1409.0,0,0,0.10591861,0.10591861,0
2605,10GMP,979.0,0,0,0.1353518,0.1353518,0
2606,6Ery,1208.0,13,13,0.4473839,0.4473839,13
2607,15Mo,1929.0,2,2,0.341184,0.341184,2
2608,15Mo,1408.0,2,2,0.28505662,0.28505662,2
2609,6Ery,416.0,12,12,0.2635045,0.2635045,12
2610,4Ery,4357.0,15,15,0.5816431,0.5816431,15
2611,8Mk,813.0,20,20/Mk,0.30013043,0.30013043,20/Mk
2612,6Ery,497.0,12,12,0.27039048,0.27039048,12
2613,13Baso,1372.0,4,4,0.25616553,0.25616553,4
2614,13Baso,1420.0,0,0,0.17462838,0.17462838,0
2615,5Ery,2226.0,18,18,0.5740666,0.5740666,18
2616,10GMP,725.0,0,0,0.06284253,0.06284253,0
2617,10GMP,1129.0,16,16/Stem,0.15038697,0.15038697,16/Stem
2618,10GMP,1518.0,0,0,0.11585498,0.11585498,0
2619,2Ery,3234.0,5,5,0.7556646,0.7556646,5
2620,11DC,679.0,23,23,inf,inf,23
2621,16Neu,1724.0,19,19/Neu,0.40531892,0.40531892,19/Neu
2622,14Mo,2174.0,2,2,0.22567181,0.22567181,2
2623,5Ery,1734.0,7,7,0.50571615,0.50571615,7
2624,10GMP,1512.0,0,0,0.15920502,0.15920502,0
2625,6Ery,1872.0,7,7,0.4885099,0.4885099,7
2626,2Ery,4039.0,3,3,0.7650899,0.7650899,3
2627,10GMP,2071.0,0,0,0.18793027,0.18793027,0
2628,15Mo,2041.0,19,19/Neu,0.35720688,0.35720688,19/Neu
2629,16Neu,1070.0,14,14,0.30951577,0.30951577,14
2630,6Ery,777.0,12,12,0.24518012,0.24518012,12
2631,19Lymph,713.0,21,21,inf,inf,21
2632,10GMP,1644.0,0,0,0.10105296,0.10105296,0
2633,15Mo,4135.0,2,2,0.27889606,0.27889606,2
2634,13Baso,2918.0,9,9,0.2804937,0.2804937,9
2635,5Ery,1714.0,7,7,0.42616585,0.42616585,7
2636,7MEP,527.0,8,8,0.2338106,0.2338106,8
2637,4Ery,5143.0,15,15,0.6442616,0.6442616,15
2638,7MEP,718.0,8,8,0.12548131,0.12548131,8
2639,3Ery,3569.0,18,18,0.5072561,0.5072561,18
2640,19Lymph,1271.0,21,21,inf,inf,21
2641,13Baso,1796.0,1,1,0.28430408,0.28430408,1
2642,13Baso,1073.0,24,24/Mo,0.3738228,0.3738228,24/Mo
2643,13Baso,2731.0,0,0,0.17250127,0.17250127,0
2644,3Ery,3709.0,3,3,0.70477206,0.70477206,3
2645,1Ery,3426.0,10,10/Ery,0.9084925,0.9084925,10/Ery
2646,15Mo,1958.0,1,1,0.3075349,0.3075349,1
2647,8Mk,492.0,8,8,0.21727131,0.21727131,8
2648,7MEP,452.0,8,8,0.27192864,0.27192864,8
2649,7MEP,361.0,8,8,0.2396016,0.2396016,8
2650,13Baso,572.0,0,0,0.12591857,0.12591857,0
2651,13Baso,1441.0,0,0,0.12866229,0.12866229,0
2652,5Ery,1468.0,18,18,0.5543185,0.5543185,18
2653,6Ery,437.0,12,12,0.27149597,0.27149597,12
2654,15Mo,2539.0,14,14,0.35394242,0.35394242,14
2655,13Baso,2211.0,24,24/Mo,0.28760526,0.28760526,24/Mo
2656,14Mo,2175.0,1,1,0.29225633,0.29225633,1
2657,10GMP,492.0,12,12,0.17983276,0.17983276,12
2658,13Baso,842.0,0,0,0.22060876,0.22060876,0
2659,7MEP,349.0,12,12,0.26871946,0.26871946,12
2660,15Mo,1357.0,2,2,0.34319502,0.34319502,2
2661,8Mk,1279.0,20,20/Mk,0.18458855,0.18458855,20/Mk
2662,9GMP,1361.0,0,0,0.14396635,0.14396635,0
2663,4Ery,1527.0,7,7,0.5690923,0.5690923,7
2664,17Neu,388.0,16,16/Stem,0.024885472,0.024885472,16/Stem
2665,2Ery,2828.0,5,5,0.7176983,0.7176983,5
2666,14Mo,1900.0,11,11,0.21215251,0.21215251,11
2667,15Mo,2772.0,14,14,0.35259417,0.35259417,14
2668,14Mo,2203.0,4,4,0.30789483,0.30789483,4
2669,6Ery,2655.0,18,18,0.61165226,0.61165226,18
2670,6Ery,433.0,7,7,0.31782827,0.31782827,7
2671,10GMP,980.0,0,0,0.16007897,0.16007897,0
2672,6Ery,440.0,12,12,0.278647,0.278647,12
